date,open,high,low,close
2004-01-30,829.1,833.2,824.9,829.1
2004-02-02,837.7,841.9,833.5,837.7
2004-02-03,824.7,828.8,820.5,824.7
2004-02-04,833.6,837.7,829.4,833.6
2004-02-05,836.8,841.0,832.6,836.8
2004-02-06,852.2,856.5,848.0,852.2
2004-02-09,852.9,857.1,848.6,852.9
2004-02-10,856.9,861.2,852.6,856.9
2004-02-11,863.3,867.6,859.0,863.3
2004-02-12,846.3,850.5,842.1,846.3
2004-02-13,857.4,861.7,853.1,857.4
2004-02-16,858.4,862.6,854.1,858.4
2004-02-17,848.3,852.6,844.1,848.3
2004-02-18,849.2,853.4,844.9,849.2
2004-02-19,860.9,865.2,856.6,860.9
2004-02-20,858.9,863.2,854.6,858.9
2004-02-23,861.9,866.3,857.6,861.9
2004-02-24,845.5,849.7,841.3,845.5
2004-02-25,839.9,844.1,835.7,839.9
2004-02-26,848.2,852.5,844.0,848.2
2004-02-27,859.3,863.6,855.0,859.3
2004-03-01,864.3,868.6,859.9,864.3
2004-03-02,870.5,874.9,866.2,870.5
2004-03-03,867.9,872.2,863.5,867.9
2004-03-04,869.0,873.4,864.7,869.0
2004-03-05,860.7,865.0,856.4,860.7
2004-03-08,858.9,863.2,854.6,858.9
2004-03-09,860.3,864.6,856.0,860.3
2004-03-10,848.0,852.3,843.8,848.0
2004-03-11,871.3,875.7,867.0,871.3
2004-03-12,866.2,870.5,861.9,866.2
2004-03-15,870.5,874.9,866.1,870.5
2004-03-16,860.7,865.0,856.4,860.7
2004-03-17,835.6,839.8,831.5,835.6
2004-03-18,853.8,858.1,849.5,853.8
2004-03-19,856.4,860.7,852.1,856.4
2004-03-22,840.2,844.4,836.0,840.2
2004-03-23,834.0,838.2,829.9,834.0
2004-03-24,855.7,859.9,851.4,855.7
2004-03-25,862.2,866.5,857.9,862.2
2004-03-26,841.1,845.3,836.9,841.1
2004-03-29,840.6,844.8,836.4,840.6
2004-03-30,842.1,846.3,837.8,842.1
2004-03-31,849.8,854.0,845.5,849.8
2004-04-01,852.1,856.4,847.8,852.1
2004-04-02,839.2,843.4,835.0,839.2
2004-04-05,837.8,842.0,833.7,837.8
2004-04-06,833.1,837.3,829.0,833.1
2004-04-07,843.5,847.7,839.3,843.5
2004-04-08,841.8,846.0,837.6,841.8
2004-04-09,840.1,844.3,835.9,840.1
2004-04-12,842.3,846.5,838.1,842.3
2004-04-13,837.9,842.1,833.7,837.9
2004-04-14,855.1,859.4,850.8,855.1
2004-04-15,868.1,872.4,863.7,868.1
2004-04-16,880.8,885.2,876.4,880.8
2004-04-19,872.4,876.7,868.0,872.4
2004-04-20,877.7,882.0,873.3,877.7
2004-04-21,886.7,891.1,882.2,886.7
2004-04-22,878.8,883.2,874.4,878.8
2004-04-23,870.1,874.4,865.7,870.1
2004-04-26,864.5,868.8,860.2,864.5
2004-04-27,853.9,858.2,849.7,853.9
2004-04-28,866.7,871.0,862.4,866.7
2004-04-29,878.0,882.4,873.6,878.0
2004-04-30,877.2,881.6,872.8,877.2
2004-05-03,880.1,884.5,875.7,880.1
2004-05-04,876.1,880.4,871.7,876.1
2004-05-05,899.5,904.0,895.0,899.5
2004-05-06,896.8,901.3,892.3,896.8
2004-05-07,893.4,897.8,888.9,893.4
2004-05-10,894.9,899.4,890.5,894.9
2004-05-11,884.5,888.9,880.1,884.5
2004-05-12,889.1,893.5,884.6,889.1
2004-05-13,904.1,908.6,899.6,904.1
2004-05-14,903.8,908.3,899.3,903.8
2004-05-17,913.6,918.1,909.0,913.6
2004-05-18,896.4,900.9,891.9,896.4
2004-05-19,889.4,893.9,885.0,889.4
2004-05-20,892.4,896.9,888.0,892.4
2004-05-21,877.4,881.8,873.0,877.4
2004-05-24,884.4,888.8,879.9,884.4
2004-05-25,884.1,888.5,879.6,884.1
2004-05-26,889.4,893.8,884.9,889.4
2004-05-27,889.6,894.0,885.1,889.6
2004-05-28,890.4,894.9,886.0,890.4
2004-05-31,869.7,874.1,865.4,869.7
2004-06-01,862.8,867.1,858.4,862.8
2004-06-02,871.3,875.7,866.9,871.3
2004-06-03,861.6,865.9,857.3,861.6
2004-06-04,856.4,860.7,852.1,856.4
2004-06-07,857.6,861.9,853.3,857.6
2004-06-08,858.7,863.0,854.4,858.7
2004-06-09,869.6,873.9,865.2,869.6
2004-06-10,875.4,879.8,871.1,875.4
2004-06-11,872.7,877.1,868.4,872.7
2004-06-14,861.4,865.7,857.1,861.4
2004-06-15,894.3,898.8,889.9,894.3
2004-06-16,897.4,901.9,892.9,897.4
2004-06-17,908.5,913.0,903.9,908.5
2004-06-18,888.2,892.6,883.7,888.2
2004-06-21,888.9,893.3,884.4,888.9
2004-06-22,888.1,892.6,883.7,888.1
2004-06-23,887.0,891.4,882.5,887.0
2004-06-24,897.6,902.1,893.1,897.6
2004-06-25,897.9,902.4,893.4,897.9
2004-06-28,897.8,902.2,893.3,897.8
2004-06-29,900.5,905.0,896.0,900.5
2004-06-30,903.6,908.1,899.0,903.6
2004-07-01,895.0,899.5,890.5,895.0
2004-07-02,907.5,912.1,903.0,907.5
2004-07-05,905.7,910.3,901.2,905.7
2004-07-06,907.5,912.0,903.0,907.5
2004-07-07,924.4,929.0,919.8,924.4
2004-07-08,953.9,958.6,949.1,953.9
2004-07-09,958.8,963.6,954.0,958.8
2004-07-12,943.6,948.3,938.9,943.6
2004-07-13,941.9,946.7,937.2,941.9
2004-07-14,959.5,964.3,954.7,959.5
2004-07-15,957.6,962.4,952.8,957.6
2004-07-16,966.1,970.9,961.2,966.1
2004-07-19,975.2,980.1,970.3,975.2
2004-07-20,968.2,973.0,963.3,968.2
2004-07-21,986.4,991.3,981.5,986.4
2004-07-22,989.7,994.7,984.8,989.7
2004-07-23,988.6,993.5,983.6,988.6
2004-07-26,987.4,992.4,982.5,987.4
2004-07-27,975.5,980.4,970.6,975.5
2004-07-28,967.8,972.7,963.0,967.8
2004-07-29,958.3,963.1,953.5,958.3
2004-07-30,981.1,986.0,976.2,981.1
2004-08-02,991.8,996.7,986.8,991.8
2004-08-03,981.3,986.2,976.4,981.3
2004-08-04,999.0,1004.0,994.0,999.0
2004-08-05,1011.2,1016.3,1006.2,1011.2
2004-08-06,1003.4,1008.5,998.4,1003.4
2004-08-09,1008.7,1013.8,1003.7,1008.7
2004-08-10,1000.8,1005.8,995.8,1000.8
2004-08-11,1009.9,1014.9,1004.8,1009.9
2004-08-12,1013.3,1018.4,1008.3,1013.3
2004-08-13,1007.8,1012.8,1002.7,1007.8
2004-08-16,995.8,1000.8,990.9,995.8
2004-08-17,994.8,999.7,989.8,994.8
2004-08-18,999.2,1004.2,994.2,999.2
2004-08-19,1011.3,1016.4,1006.2,1011.3
2004-08-20,1016.3,1021.4,1011.2,1016.3
2004-08-23,1025.3,1030.4,1020.2,1025.3
2004-08-24,1016.3,1021.3,1011.2,1016.3
2004-08-25,995.7,1000.6,990.7,995.7
2004-08-26,978.9,983.8,974.0,978.9
2004-08-27,976.7,981.6,971.8,976.7
2004-08-30,971.2,976.0,966.3,971.2
2004-08-31,971.2,976.0,966.3,971.2
2004-09-01,979.3,984.2,974.4,979.3
2004-09-02,986.3,991.2,981.3,986.3
2004-09-03,963.7,968.5,958.9,963.7
2004-09-06,992.1,997.0,987.1,992.1
2004-09-07,996.3,1001.3,991.3,996.3
2004-09-08,999.3,1004.3,994.3,999.3
2004-09-09,997.9,1002.9,992.9,997.9
2004-09-10,995.3,1000.3,990.3,995.3
2004-09-13,1007.8,1012.9,1002.8,1007.8
2004-09-14,998.0,1002.9,993.0,998.0
2004-09-15,1001.3,1006.3,996.3,1001.3
2004-09-16,1016.6,1021.6,1011.5,1016.6
2004-09-17,1017.9,1023.0,1012.8,1017.9
2004-09-20,1023.7,1028.9,1018.6,1023.7
2004-09-21,1009.0,1014.0,1003.9,1009.0
2004-09-22,1017.2,1022.3,1012.1,1017.2
2004-09-23,1020.5,1025.6,1015.4,1020.5
2004-09-24,1019.0,1024.1,1013.9,1019.0
2004-09-27,1027.1,1032.3,1022.0,1027.1
2004-09-28,1015.0,1020.1,1009.9,1015.0
2004-09-29,1032.9,1038.1,1027.8,1032.9
2004-09-30,1061.0,1066.3,1055.7,1061.0
2004-10-01,1053.0,1058.2,1047.7,1053.0
2004-10-04,1064.3,1069.6,1058.9,1064.3
2004-10-05,1060.5,1065.8,1055.2,1060.5
2004-10-06,1046.0,1051.3,1040.8,1046.0
2004-10-07,1057.8,1063.0,1052.5,1057.8
2004-10-08,1053.0,1058.3,1047.7,1053.0
2004-10-11,1058.9,1064.2,1053.6,1058.9
2004-10-12,1076.4,1081.7,1071.0,1076.4
2004-10-13,1079.0,1084.4,1073.7,1079.0
2004-10-14,1078.4,1083.8,1073.0,1078.4
2004-10-15,1066.0,1071.3,1060.7,1066.0
2004-10-18,1055.6,1060.9,1050.3,1055.6
2004-10-19,1052.8,1058.1,1047.5,1052.8
2004-10-20,1047.7,1052.9,1042.5,1047.7
2004-10-21,1053.6,1058.9,1048.4,1053.6
2004-10-22,1041.3,1046.5,1036.1,1041.3
2004-10-25,1034.2,1039.3,1029.0,1034.2
2004-10-26,1032.5,1037.6,1027.3,1032.5
2004-10-27,1033.4,1038.6,1028.3,1033.4
2004-10-28,1034.0,1039.1,1028.8,1034.0
2004-10-29,1031.9,1037.1,1026.8,1031.9
2004-11-01,1025.0,1030.1,1019.8,1025.0
2004-11-02,1031.4,1036.6,1026.2,1031.4
2004-11-03,1043.7,1049.0,1038.5,1043.7
2004-11-04,1046.6,1051.8,1041.3,1046.6
2004-11-05,1040.2,1045.4,1035.0,1040.2
2004-11-08,1021.7,1026.8,1016.6,1021.7
2004-11-09,1039.7,1044.9,1034.5,1039.7
2004-11-10,1037.9,1043.1,1032.7,1037.9
2004-11-11,1051.7,1057.0,1046.4,1051.7
2004-11-12,1068.1,1073.5,1062.8,1068.1
2004-11-15,1076.5,1081.9,1071.1,1076.5
2004-11-16,1084.8,1090.2,1079.4,1084.8
2004-11-17,1091.9,1097.3,1086.4,1091.9
2004-11-18,1087.3,1092.8,1081.9,1087.3
2004-11-19,1073.4,1078.8,1068.1,1073.4
2004-11-22,1081.8,1087.2,1076.4,1081.8
2004-11-23,1064.3,1069.6,1059.0,1064.3
2004-11-24,1059.5,1064.8,1054.2,1059.5
2004-11-25,1052.5,1057.7,1047.2,1052.5
2004-11-26,1058.4,1063.6,1053.1,1058.4
2004-11-29,1061.8,1067.1,1056.5,1061.8
2004-11-30,1054.7,1060.0,1049.5,1054.7
2004-12-01,1050.6,1055.9,1045.4,1050.6
2004-12-02,1071.3,1076.7,1065.9,1071.3
2004-12-03,1062.4,1067.7,1057.1,1062.4
2004-12-06,1061.5,1066.8,1056.2,1061.5
2004-12-07,1067.5,1072.8,1062.1,1067.5
2004-12-08,1067.8,1073.1,1062.5,1067.8
2004-12-09,1073.8,1079.2,1068.4,1073.8
2004-12-10,1084.7,1090.1,1079.3,1084.7
2004-12-13,1100.1,1105.6,1094.6,1100.1
2004-12-14,1098.7,1104.2,1093.2,1098.7
2004-12-15,1101.3,1106.8,1095.8,1101.3
2004-12-16,1101.7,1107.2,1096.2,1101.7
2004-12-17,1090.5,1096.0,1085.1,1090.5
2004-12-20,1092.8,1098.2,1087.3,1092.8
2004-12-21,1074.2,1079.5,1068.8,1074.2
2004-12-22,1077.9,1083.3,1072.5,1077.9
2004-12-23,1054.9,1060.2,1049.7,1054.9
2004-12-24,1045.2,1050.5,1040.0,1045.2
2004-12-27,1056.9,1062.2,1051.6,1056.9
2004-12-28,1062.6,1068.0,1057.3,1062.6
2004-12-29,1063.0,1068.3,1057.7,1063.0
2004-12-30,1058.8,1064.1,1053.5,1058.8
2004-12-31,1050.4,1055.7,1045.2,1050.4
2005-01-03,1046.6,1051.8,1041.3,1046.6
2005-01-04,1055.4,1060.7,1050.1,1055.4
2005-01-05,1053.8,1059.1,1048.5,1053.8
2005-01-06,1032.8,1038.0,1027.7,1032.8
2005-01-07,1022.0,1027.1,1016.9,1022.0
2005-01-10,1017.5,1022.6,1012.4,1017.5
2005-01-11,1017.9,1023.0,1012.8,1017.9
2005-01-12,1018.0,1023.1,1012.9,1018.0
2005-01-13,1009.9,1015.0,1004.9,1009.9
2005-01-14,1020.2,1025.3,1015.1,1020.2
2005-01-17,1003.4,1008.4,998.4,1003.4
2005-01-18,999.5,1004.5,994.5,999.5
2005-01-19,1012.3,1017.4,1007.3,1012.3
2005-01-20,1021.9,1027.0,1016.8,1021.9
2005-01-21,1022.3,1027.4,1017.2,1022.3
2005-01-24,1037.1,1042.3,1031.9,1037.1
2005-01-25,1042.6,1047.8,1037.4,1042.6
2005-01-26,1045.8,1051.1,1040.6,1045.8
2005-01-27,1054.7,1060.0,1049.4,1054.7
2005-01-28,1061.0,1066.3,1055.7,1061.0
2005-01-31,1078.5,1083.9,1073.1,1078.5
2005-02-01,1076.0,1081.4,1070.6,1076.0
2005-02-02,1074.4,1079.8,1069.0,1074.4
2005-02-03,1077.7,1083.1,1072.3,1077.7
2005-02-04,1079.0,1084.4,1073.6,1079.0
2005-02-07,1101.5,1107.0,1096.0,1101.5
2005-02-08,1107.2,1112.8,1101.7,1107.2
2005-02-09,1099.1,1104.6,1093.6,1099.1
2005-02-10,1083.0,1088.4,1077.6,1083.0
2005-02-11,1101.2,1106.7,1095.7,1101.2
2005-02-14,1098.6,1104.1,1093.1,1098.6
2005-02-15,1102.6,1108.1,1097.1,1102.6
2005-02-16,1102.6,1108.1,1097.1,1102.6
2005-02-17,1111.7,1117.2,1106.1,1111.7
2005-02-18,1105.5,1111.0,1099.9,1105.5
2005-02-21,1108.3,1113.9,1102.8,1108.3
2005-02-22,1102.5,1108.0,1097.0,1102.5
2005-02-23,1133.5,1139.2,1127.8,1133.5
2005-02-24,1124.2,1129.8,1118.6,1124.2
2005-02-25,1129.8,1135.5,1124.2,1129.8
2005-02-28,1161.8,1167.6,1156.0,1161.8
2005-03-01,1173.5,1179.4,1167.6,1173.5
2005-03-02,1170.5,1176.4,1164.7,1170.5
2005-03-03,1169.9,1175.7,1164.0,1169.9
2005-03-04,1158.4,1164.2,1152.6,1158.4
2005-03-07,1176.6,1182.5,1170.7,1176.6
2005-03-08,1171.5,1177.3,1165.6,1171.5
2005-03-09,1168.3,1174.1,1162.4,1168.3
2005-03-10,1156.3,1162.1,1150.6,1156.3
2005-03-11,1151.3,1157.1,1145.6,1151.3
2005-03-14,1152.2,1158.0,1146.5,1152.2
2005-03-15,1163.2,1169.0,1157.4,1163.2
2005-03-16,1164.4,1170.3,1158.6,1164.4
2005-03-17,1174.9,1180.8,1169.0,1174.9
2005-03-18,1147.2,1152.9,1141.4,1147.2
2005-03-21,1163.5,1169.3,1157.7,1163.5
2005-03-22,1147.0,1152.7,1141.2,1147.0
2005-03-23,1154.9,1160.7,1149.1,1154.9
2005-03-24,1119.1,1124.7,1113.5,1119.1
2005-03-25,1120.6,1126.2,1115.0,1120.6
2005-03-28,1133.4,1139.1,1127.7,1133.4
2005-03-29,1124.2,1129.8,1118.5,1124.2
2005-03-30,1125.3,1130.9,1119.6,1125.3
2005-03-31,1136.4,1142.1,1130.7,1136.4
2005-04-01,1144.4,1150.2,1138.7,1144.4
2005-04-04,1128.1,1133.7,1122.4,1128.1
2005-04-05,1140.1,1145.8,1134.4,1140.1
2005-04-06,1159.5,1165.3,1153.7,1159.5
2005-04-07,1172.5,1178.4,1166.6,1172.5
2005-04-08,1157.2,1163.0,1151.4,1157.2
2005-04-11,1145.8,1151.5,1140.1,1145.8
2005-04-12,1146.7,1152.5,1141.0,1146.7
2005-04-13,1153.5,1159.2,1147.7,1153.5
2005-04-14,1163.1,1168.9,1157.3,1163.1
2005-04-15,1153.5,1159.2,1147.7,1153.5
2005-04-18,1153.9,1159.7,1148.2,1153.9
2005-04-19,1144.6,1150.3,1138.8,1144.6
2005-04-20,1133.5,1139.2,1127.9,1133.5
2005-04-21,1139.2,1144.9,1133.5,1139.2
2005-04-22,1139.1,1144.8,1133.4,1139.1
2005-04-25,1146.6,1152.3,1140.9,1146.6
2005-04-26,1140.6,1146.3,1134.9,1140.6
2005-04-27,1149.2,1154.9,1143.4,1149.2
2005-04-28,1136.7,1142.4,1131.1,1136.7
2005-04-29,1132.7,1138.3,1127.0,1132.7
2005-05-02,1123.1,1128.7,1117.5,1123.1
2005-05-03,1128.4,1134.0,1122.7,1128.4
2005-05-04,1151.0,1156.7,1145.2,1151.0
2005-05-05,1155.9,1161.7,1150.1,1155.9
2005-05-06,1155.2,1161.0,1149.4,1155.2
2005-05-09,1154.9,1160.7,1149.2,1154.9
2005-05-10,1148.9,1154.6,1143.2,1148.9
2005-05-11,1162.7,1168.5,1156.9,1162.7
2005-05-12,1167.8,1173.6,1162.0,1167.8
2005-05-13,1148.6,1154.3,1142.8,1148.6
2005-05-16,1163.8,1169.6,1158.0,1163.8
2005-05-17,1154.2,1159.9,1148.4,1154.2
2005-05-18,1147.6,1153.3,1141.8,1147.6
2005-05-19,1153.6,1159.4,1147.8,1153.6
2005-05-20,1147.7,1153.5,1142.0,1147.7
2005-05-23,1176.7,1182.6,1170.9,1176.7
2005-05-24,1174.1,1179.9,1168.2,1174.1
2005-05-25,1181.7,1187.6,1175.8,1181.7
2005-05-26,1163.6,1169.5,1157.8,1163.6
2005-05-27,1157.3,1163.1,1151.5,1157.3
2005-05-30,1158.5,1164.3,1152.7,1158.5
2005-05-31,1171.4,1177.3,1165.5,1171.4
2005-06-01,1159.1,1164.8,1153.3,1159.1
2005-06-02,1174.4,1180.3,1168.5,1174.4
2005-06-03,1176.5,1182.3,1170.6,1176.5
2005-06-06,1182.3,1188.2,1176.4,1182.3
2005-06-07,1173.9,1179.7,1168.0,1173.9
2005-06-08,1163.3,1169.1,1157.5,1163.3
2005-06-09,1139.0,1144.7,1133.3,1139.0
2005-06-10,1145.2,1150.9,1139.4,1145.2
2005-06-13,1156.3,1162.1,1150.5,1156.3
2005-06-14,1153.9,1159.7,1148.2,1153.9
2005-06-15,1137.3,1142.9,1131.6,1137.3
2005-06-16,1133.6,1139.2,1127.9,1133.6
2005-06-17,1141.1,1146.8,1135.4,1141.1
2005-06-20,1147.5,1153.2,1141.8,1147.5
2005-06-21,1158.0,1163.8,1152.3,1158.0
2005-06-22,1141.0,1146.7,1135.2,1141.0
2005-06-23,1139.1,1144.8,1133.4,1139.1
2005-06-24,1141.0,1146.7,1135.3,1141.0
2005-06-27,1153.1,1158.8,1147.3,1153.1
2005-06-28,1148.4,1154.2,1142.7,1148.4
2005-06-29,1157.6,1163.4,1151.8,1157.6
2005-06-30,1148.7,1154.5,1143.0,1148.7
2005-07-01,1154.5,1160.3,1148.8,1154.5
2005-07-04,1155.1,1160.9,1149.4,1155.1
2005-07-05,1153.7,1159.5,1147.9,1153.7
2005-07-06,1185.4,1191.3,1179.5,1185.4
2005-07-07,1182.7,1188.7,1176.8,1182.7
2005-07-08,1179.2,1185.1,1173.3,1179.2
2005-07-11,1165.3,1171.1,1159.4,1165.3
2005-07-12,1179.7,1185.6,1173.8,1179.7
2005-07-13,1175.0,1180.8,1169.1,1175.0
2005-07-14,1176.7,1182.6,1170.8,1176.7
2005-07-15,1168.6,1174.4,1162.7,1168.6
2005-07-18,1177.6,1183.5,1171.7,1177.6
2005-07-19,1191.0,1196.9,1185.0,1191.0
2005-07-20,1208.3,1214.4,1202.3,1208.3
2005-07-21,1207.6,1213.7,1201.6,1207.6
2005-07-22,1201.3,1207.3,1195.3,1201.3
2005-07-25,1196.0,1201.9,1190.0,1196.0
2005-07-26,1197.7,1203.7,1191.7,1197.7
2005-07-27,1202.3,1208.3,1196.2,1202.3
2005-07-28,1210.2,1216.2,1204.1,1210.2
2005-07-29,1200.8,1206.8,1194.8,1200.8
2005-08-01,1205.0,1211.0,1199.0,1205.0
2005-08-02,1193.9,1199.9,1187.9,1193.9
2005-08-03,1194.2,1200.2,1188.3,1194.2
2005-08-04,1213.2,1219.2,1207.1,1213.2
2005-08-05,1211.4,1217.5,1205.4,1211.4
2005-08-08,1203.3,1209.4,1197.3,1203.3
2005-08-09,1209.3,1215.3,1203.3,1209.3
2005-08-10,1221.7,1227.8,1215.6,1221.7
2005-08-11,1213.1,1219.2,1207.0,1213.1
2005-08-12,1197.8,1203.8,1191.8,1197.8
2005-08-15,1191.5,1197.5,1185.5,1191.5
2005-08-16,1188.6,1194.6,1182.7,1188.6
2005-08-17,1210.0,1216.1,1204.0,1210.0
2005-08-18,1194.4,1200.4,1188.5,1194.4
2005-08-19,1176.1,1182.0,1170.2,1176.1
2005-08-22,1184.4,1190.3,1178.5,1184.4
2005-08-23,1178.8,1184.7,1172.9,1178.8
2005-08-24,1170.0,1175.9,1164.2,1170.0
2005-08-25,1182.0,1187.9,1176.1,1182.0
2005-08-26,1186.5,1192.5,1180.6,1186.5
2005-08-29,1203.7,1209.7,1197.7,1203.7
2005-08-30,1215.3,1221.3,1209.2,1215.3
2005-08-31,1202.2,1208.3,1196.2,1202.2
2005-09-01,1183.6,1189.5,1177.7,1183.6
2005-09-02,1201.1,1207.1,1195.1,1201.1
2005-09-05,1203.8,1209.8,1197.8,1203.8
2005-09-06,1244.0,1250.3,1237.8,1244.0
2005-09-07,1256.9,1263.1,1250.6,1256.9
2005-09-08,1274.1,1280.5,1267.7,1274.1
2005-09-09,1261.7,1268.0,1255.4,1261.7
2005-09-12,1262.3,1268.6,1256.0,1262.3
2005-09-13,1272.5,1278.9,1266.2,1272.5
2005-09-14,1271.1,1277.5,1264.8,1271.1
2005-09-15,1271.6,1277.9,1265.2,1271.6
2005-09-16,1274.4,1280.8,1268.0,1274.4
2005-09-19,1266.6,1273.0,1260.3,1266.6
2005-09-20,1255.7,1262.0,1249.4,1255.7
2005-09-21,1254.2,1260.4,1247.9,1254.2
2005-09-22,1249.8,1256.1,1243.6,1249.8
2005-09-23,1239.9,1246.1,1233.7,1239.9
2005-09-26,1241.6,1247.8,1235.4,1241.6
2005-09-27,1226.8,1232.9,1220.7,1226.8
2005-09-28,1238.9,1245.1,1232.7,1238.9
2005-09-29,1248.2,1254.5,1242.0,1248.2
2005-09-30,1258.4,1264.7,1252.1,1258.4
2005-10-03,1250.7,1257.0,1244.5,1250.7
2005-10-04,1240.0,1246.2,1233.8,1240.0
2005-10-05,1258.9,1265.2,1252.6,1258.9
2005-10-06,1257.6,1263.9,1251.4,1257.6
2005-10-07,1266.2,1272.5,1259.9,1266.2
2005-10-10,1254.1,1260.4,1247.8,1254.1
2005-10-11,1252.1,1258.4,1245.9,1252.1
2005-10-12,1269.1,1275.4,1262.7,1269.1
2005-10-13,1271.8,1278.1,1265.4,1271.8
2005-10-14,1269.5,1275.9,1263.2,1269.5
2005-10-17,1279.4,1285.8,1273.0,1279.4
2005-10-18,1284.1,1290.6,1277.7,1284.1
2005-10-19,1311.3,1317.8,1304.7,1311.3
2005-10-20,1311.0,1317.6,1304.5,1311.0
2005-10-21,1318.6,1325.1,1312.0,1318.6
2005-10-24,1317.4,1324.0,1310.8,1317.4
2005-10-25,1303.8,1310.3,1297.3,1303.8
2005-10-26,1309.1,1315.6,1302.5,1309.1
2005-10-27,1289.8,1296.2,1283.4,1289.8
2005-10-28,1303.1,1309.6,1296.6,1303.1
2005-10-31,1287.7,1294.2,1281.3,1287.7
2005-11-01,1276.7,1283.1,1270.3,1276.7
2005-11-02,1265.6,1272.0,1259.3,1265.6
2005-11-03,1275.6,1282.0,1269.3,1275.6
2005-11-04,1262.7,1269.0,1256.4,1262.7
2005-11-07,1273.2,1279.5,1266.8,1273.2
2005-11-08,1266.3,1272.6,1259.9,1266.3
2005-11-09,1267.0,1273.3,1260.6,1267.0
2005-11-10,1262.2,1268.5,1255.9,1262.2
2005-11-11,1294.9,1301.4,1288.4,1294.9
2005-11-14,1275.9,1282.2,1269.5,1275.9
2005-11-15,1284.2,1290.6,1277.8,1284.2
2005-11-16,1285.7,1292.1,1279.3,1285.7
2005-11-17,1277.1,1283.5,1270.7,1277.1
2005-11-18,1284.3,1290.7,1277.9,1284.3
2005-11-21,1275.2,1281.5,1268.8,1275.2
2005-11-22,1263.4,1269.8,1257.1,1263.4
2005-11-23,1251.4,1257.6,1245.1,1251.4
2005-11-24,1256.0,1262.3,1249.8,1256.0
2005-11-25,1251.6,1257.8,1245.3,1251.6
2005-11-28,1245.4,1251.7,1239.2,1245.4
2005-11-29,1254.0,1260.3,1247.7,1254.0
2005-11-30,1271.9,1278.2,1265.5,1271.9
2005-12-01,1256.4,1262.7,1250.1,1256.4
2005-12-02,1264.4,1270.8,1258.1,1264.4
2005-12-05,1276.3,1282.6,1269.9,1276.3
2005-12-06,1295.9,1302.4,1289.4,1295.9
2005-12-07,1294.0,1300.5,1287.6,1294.0
2005-12-08,1316.5,1323.1,1309.9,1316.5
2005-12-09,1325.2,1331.8,1318.6,1325.2
2005-12-12,1302.6,1309.1,1296.1,1302.6
2005-12-13,1308.4,1315.0,1301.9,1308.4
2005-12-14,1309.8,1316.4,1303.3,1309.8
2005-12-15,1324.4,1331.1,1317.8,1324.4
2005-12-16,1341.0,1347.7,1334.3,1341.0
2005-12-19,1329.9,1336.5,1323.2,1329.9
2005-12-20,1342.7,1349.5,1336.0,1342.7
2005-12-21,1341.2,1347.9,1334.5,1341.2
2005-12-22,1332.1,1338.8,1325.4,1332.1
2005-12-23,1352.2,1359.0,1345.5,1352.2
2005-12-26,1347.4,1354.2,1340.7,1347.4
2005-12-27,1348.1,1354.8,1341.4,1348.1
2005-12-28,1347.3,1354.1,1340.6,1347.3
2005-12-29,1354.5,1361.3,1347.8,1354.5
2005-12-30,1372.2,1379.1,1365.3,1372.2
2006-01-02,1394.2,1401.2,1387.2,1394.2
2006-01-03,1404.5,1411.5,1397.5,1404.5
2006-01-04,1379.6,1386.5,1372.7,1379.6
2006-01-05,1398.1,1405.1,1391.1,1398.1
2006-01-06,1404.3,1411.3,1397.3,1404.3
2006-01-09,1418.7,1425.8,1411.6,1418.7
2006-01-10,1412.0,1419.0,1404.9,1412.0
2006-01-11,1409.4,1416.5,1402.4,1409.4
2006-01-12,1420.1,1427.2,1413.0,1420.1
2006-01-13,1444.6,1451.8,1437.3,1444.6
2006-01-16,1445.2,1452.4,1437.9,1445.2
2006-01-17,1424.6,1431.7,1417.4,1424.6
2006-01-18,1430.0,1437.1,1422.8,1430.0
2006-01-19,1424.5,1431.7,1417.4,1424.5
2006-01-20,1407.6,1414.7,1400.6,1407.6
2006-01-23,1405.9,1413.0,1398.9,1405.9
2006-01-24,1410.9,1418.0,1403.9,1410.9
2006-01-25,1423.5,1430.7,1416.4,1423.5
2006-01-26,1414.7,1421.8,1407.6,1414.7
2006-01-27,1406.9,1413.9,1399.9,1406.9
2006-01-30,1405.9,1413.0,1398.9,1405.9
2006-01-31,1428.7,1435.9,1421.6,1428.7
2006-02-01,1444.3,1451.5,1437.1,1444.3
2006-02-02,1449.0,1456.2,1441.7,1449.0
2006-02-03,1453.0,1460.2,1445.7,1453.0
2006-02-06,1447.1,1454.4,1439.9,1447.1
2006-02-07,1454.8,1462.0,1447.5,1454.8
2006-02-08,1437.9,1445.0,1430.7,1437.9
2006-02-09,1442.0,1449.2,1434.8,1442.0
2006-02-10,1411.6,1418.6,1404.5,1411.6
2006-02-13,1389.8,1396.7,1382.8,1389.8
2006-02-14,1363.3,1370.1,1356.5,1363.3
2006-02-15,1390.8,1397.7,1383.8,1390.8
2006-02-16,1388.8,1395.8,1381.9,1388.8
2006-02-17,1370.6,1377.4,1363.7,1370.6
2006-02-20,1407.3,1414.3,1400.3,1407.3
2006-02-21,1396.2,1403.2,1389.2,1396.2
2006-02-22,1403.7,1410.7,1396.7,1403.7
2006-02-23,1392.8,1399.7,1385.8,1392.8
